"Src NE Name","Sink NE Name","Link Type","Status","Capacity","Media Type","Protection","Service Class","Utilization","Route WKT"
"CSG-E01528","CSG-E01529","CSG-Ring","Up","10G","Fiber","Ring","Access","24%","LINESTRING(115.920946 40.398208, 115.9192937 40.3956882, 115.917582 40.398168)"
"ASG-035","CSG-E01515","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","31%","LINESTRING(115.933073 40.345863, 115.9355901 40.3601534, 115.928421 40.372769)"
"ASG-049","CSG-E01529","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","38%","LINESTRING(115.782552 40.345657, 115.843543 40.3886886, 115.917582 40.398168)"
"CSG-E01530","CSG-E01531","CSG-Ring","Up","10G","Fiber","Ring","Access","45%","LINESTRING(116.422177 39.385183, 116.4212627 39.3826274, 116.423733 39.383752)"
"CSG-E01531","CSG-E01532","CSG-Ring","Up","10G","Fiber","Ring","Access","52%","LINESTRING(116.423733 39.383752, 116.4254067 39.3859603, 116.426074 39.383271)"
"CSG-E01532","CSG-E01533","CSG-Ring","Up","10G","Fiber","Ring","Access","59%","LINESTRING(116.426074 39.383271, 116.4269712 39.3806697, 116.428362 39.383044)"
"CSG-E01533","CSG-E01534","CSG-Ring","Up","10G","Fiber","Ring","Access","66%","LINESTRING(116.428362 39.383044, 116.4295376 39.385537, 116.430683 39.38303)"
"CSG-E01534","CSG-E01535","CSG-Ring","Up","10G","Fiber","Ring","Access","73%","LINESTRING(116.430683 39.38303, 116.4322701 39.380763, 116.433023 39.383426)"
"CSG-E01535","CSG-E01536","CSG-Ring","Up","10G","Fiber","Ring","Access","80%","LINESTRING(116.433023 39.383426, 116.4325979 39.3861224, 116.434869 39.384608)"
"CSG-E01536","CSG-E01537","CSG-Ring","Up","10G","Fiber","Ring","Access","87%","LINESTRING(116.434869 39.384608, 116.4373399 39.3835189, 116.436337 39.386026)"
"CSG-E01537","CSG-E01538","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","18%","LINESTRING(116.436337 39.386026, 116.4357999 39.3887386, 116.438237 39.387432)"
"CSG-E01538","CSG-E01539","CSG-Ring","Up","10G","Fiber","Ring","Access","25%","LINESTRING(116.438237 39.387432, 116.4408515 39.3880677, 116.438515 39.389402)"
"CSG-E01539","CSG-E01540","CSG-Ring","Up","10G","Fiber","Ring","Access","32%","LINESTRING(116.438515 39.389402, 116.4358464 39.3888373, 116.437247 39.391178)"
"ASG-022","CSG-E01530","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","39%","LINESTRING(116.410528 39.428447, 116.408565 39.4047182, 116.422177 39.385183)"
"ASG-022","CSG-E01540","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","46%","LINESTRING(116.410528 39.428447, 116.4305959 39.4146219, 116.437247 39.391178)"
"CSG-E01541","CSG-E01542","CSG-Ring","Up","10G","Fiber","Ring","Access","53%","LINESTRING(116.865488 39.669813, 116.8660748 39.6670376, 116.868062 39.669062)"
"CSG-E01542","CSG-E01543","CSG-Ring","Up","10G","Fiber","Ring","Access","60%","LINESTRING(116.868062 39.669062, 116.8668982 39.6715562, 116.86955 39.670819)"
"CSG-E01543","CSG-E01544","CSG-Ring","Down","10G","Fiber","Ring","Access","67%","LINESTRING(116.86955 39.670819, 116.8711774 39.668577, 116.871898 39.671252)"
"CSG-E01544","CSG-E01545","CSG-Ring","Up","10G","Fiber","Ring","Access","74%","LINESTRING(116.871898 39.671252, 116.8728127 39.6739889, 116.874723 39.671826)"
"CSG-E01545","CSG-E01546","CSG-Ring","Up","10G","Fiber","Ring","Access","81%","LINESTRING(116.874723 39.671826, 116.8769838 39.6734473, 116.874315 39.674233)"
"CSG-E01546","CSG-E01547","CSG-Ring","Up","10G","Fiber","Ring","Access","88%","LINESTRING(116.874315 39.674233, 116.8744308 39.6770927, 116.876802 39.67549)"
"CSG-E01547","CSG-E01548","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","19%","LINESTRING(116.876802 39.67549, 116.8795145 39.6754838, 116.877623 39.677428)"
"CSG-E01548","CSG-E01549","CSG-Ring","Up","10G","Fiber","Ring","Access","26%","LINESTRING(116.877623 39.677428, 116.874953 39.6778561, 116.877149 39.679434)"
"CSG-E01549","CSG-E01550","CSG-Ring","Up","10G","Fiber","Ring","Access","33%","LINESTRING(116.877149 39.679434, 116.876682 39.6823775, 116.874184 39.680752)"
"CSG-E01550","CSG-E01551","CSG-Ring","Up","10G","Fiber","Ring","Access","40%","LINESTRING(116.874184 39.680752, 116.872518 39.683031, 116.87534 39.683106)"
"CSG-E01551","CSG-E01552","CSG-Ring","Up","10G","Fiber","Ring","Access","47%","LINESTRING(116.87534 39.683106, 116.8736738 39.6856924, 116.871758 39.683285)"
"CSG-E01552","CSG-E01553","CSG-Ring","Up","10G","Fiber","Ring","Access","54%","LINESTRING(116.871758 39.683285, 116.869075 39.6833444, 116.871089 39.685118)"
"CSG-E01553","CSG-E01554","CSG-Ring","Up","10G","Fiber","Ring","Access","61%","LINESTRING(116.871089 39.685118, 116.8727031 39.6873679, 116.869939 39.687203)"
"CSG-E01554","CSG-E01555","CSG-Ring","Up","10G","Fiber","Ring","Access","68%","LINESTRING(116.869939 39.687203, 116.8684332 39.6848244, 116.86736 39.687427)"
"ASG-070","CSG-E01541","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","75%","LINESTRING(116.841946 39.653552, 116.856644 39.6574449, 116.865488 39.669813)"
"ASG-056","CSG-E01555","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","82%","LINESTRING(116.851691 39.743881, 116.8696872 39.7184744, 116.86736 39.687427)"
"CSG-E01556","CSG-E01557","CSG-Ring","Up","10G","Fiber","Ring","Access","89%","LINESTRING(116.1716 39.748759, 116.1743616 39.7495811, 116.172256 39.751548)"
"CSG-E01557","CSG-E01558","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","20%","LINESTRING(116.172256 39.751548, 116.1710297 39.7543689, 116.174095 39.754624)"
"CSG-E01558","CSG-E01559","CSG-Ring","Up","10G","Fiber","Ring","Access","27%","LINESTRING(116.174095 39.754624, 116.1765497 39.756465, 116.174006 39.758181)"
"CSG-E01559","CSG-E01560","CSG-Ring","Up","10G","Fiber","Ring","Access","34%","LINESTRING(116.174006 39.758181, 116.1709229 39.756406, 116.16911 39.759467)"
"CSG-E01560","CSG-E01561","CSG-Ring","Up","10G","Fiber","Ring","Access","41%","LINESTRING(116.16911 39.759467, 116.1689717 39.7624936, 116.1662 39.76127)"
"CSG-E01561","CSG-E01562","CSG-Ring","Up","10G","Fiber","Ring","Access","48%","LINESTRING(116.1662 39.76127, 116.1639055 39.7591933, 116.162628 39.762012)"
"CSG-E01562","CSG-E01563","CSG-Ring","Up","10G","Fiber","Ring","Access","55%","LINESTRING(116.162628 39.762012, 116.162231 39.7653698, 116.158925 39.764661)"
"CSG-E01563","CSG-E01564","CSG-Ring","Up","10G","Fiber","Ring","Access","62%","LINESTRING(116.158925 39.764661, 116.1586273 39.7613474, 116.15538 39.762071)"
"CSG-E01564","CSG-E01565","CSG-Ring","Up","10G","Fiber","Ring","Access","69%","LINESTRING(116.15538 39.762071, 116.1530505 39.7642784, 116.151392 39.761531)"
"ASG-003","CSG-E01556","ASG-CSG-Access","Down","25G","Fiber","Dual-Homed","Backhaul","76%","LINESTRING(116.142413 39.784444, 116.1634298 39.7718552, 116.1716 39.748759)"
"ASG-003","CSG-E01565","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","83%","LINESTRING(116.142413 39.784444, 116.1427782 39.7713713, 116.151392 39.761531)"
"CSG-E01566","CSG-E01567","CSG-Ring","Up","10G","Fiber","Ring","Access","90%","LINESTRING(115.732537 40.342308, 115.7347597 40.3390772, 115.732002 40.336289)"
"CSG-E01567","CSG-E01568","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","21%","LINESTRING(115.732002 40.336289, 115.7288855 40.3334684, 115.730671 40.329663)"
"CSG-E01568","CSG-E01569","CSG-Ring","Up","10G","Fiber","Ring","Access","28%","LINESTRING(115.730671 40.329663, 115.7351343 40.3286417, 115.736002 40.324146)"
"CSG-E01569","CSG-E01570","CSG-Ring","Up","10G","Fiber","Ring","Access","35%","LINESTRING(115.736002 40.324146, 115.7403754 40.3214651, 115.744953 40.32378)"
"CSG-E01570","CSG-E01571","CSG-Ring","Up","10G","Fiber","Ring","Access","42%","LINESTRING(115.744953 40.32378, 115.7491808 40.3256827, 115.752678 40.322639)"
"ASG-049","CSG-E01566","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","49%","LINESTRING(115.782552 40.345657, 115.7569417 40.3529852, 115.732537 40.342308)"
"ASG-049","CSG-E01571","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","56%","LINESTRING(115.782552 40.345657, 115.7717582 40.3287707, 115.752678 40.322639)"
"CSG-E01572","CSG-E01573","CSG-Ring","Up","10G","Fiber","Ring","Access","63%","LINESTRING(116.353515 40.31331, 116.3501472 40.3131808, 116.350614 40.309843)"
"CSG-E01573","CSG-E01574","CSG-Ring","Up","10G","Fiber","Ring","Access","70%","LINESTRING(116.350614 40.309843, 116.3511439 40.3064923, 116.34776 40.306253)"
"CSG-E01574","CSG-E01575","CSG-Ring","Up","10G","Fiber","Ring","Access","77%","LINESTRING(116.34776 40.306253, 116.345339 40.3039434, 116.347915 40.301808)"
"CSG-E01575","CSG-E01576","CSG-Ring","Up","10G","Fiber","Ring","Access","84%","LINESTRING(116.347915 40.301808, 116.3514663 40.3018596, 116.35155 40.298309)"
"CSG-E01576","CSG-E01577","CSG-Ring","Up","10G","Fiber","Ring","Access","91%","LINESTRING(116.35155 40.298309, 116.353883 40.2953908, 116.357029 40.297406)"
"ASG-108","CSG-E01572","ASG-CSG-Access","Maintenance","25G","Fiber","Dual-Homed","Backhaul","22%","LINESTRING(116.371835 40.277843, 116.3562909 40.2922789, 116.353515 40.31331)"
"ASG-108","CSG-E01577","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","29%","LINESTRING(116.371835 40.277843, 116.3679533 40.2902896, 116.357029 40.297406)"
"CSG-E01578","CSG-E01579","CSG-Ring","Up","10G","Fiber","Ring","Access","36%","LINESTRING(116.647384 40.139883, 116.6440236 40.1371904, 116.640383 40.13949)"
"CSG-E01579","CSG-E01580","CSG-Ring","Up","10G","Fiber","Ring","Access","43%","LINESTRING(116.640383 40.13949, 116.6366397 40.1385715, 116.636953 40.13473)"
"CSG-E01580","CSG-E01581","CSG-Ring","Up","10G","Fiber","Ring","Access","50%","LINESTRING(116.636953 40.13473, 116.6368517 40.1310129, 116.633142 40.130757)"
"CSG-E01581","CSG-E01582","CSG-Ring","Up","10G","Fiber","Ring","Access","57%","LINESTRING(116.633142 40.130757, 116.6293943 40.1294436, 116.629902 40.125505)"
"CSG-E01582","CSG-E01583","CSG-Ring","Up","10G","Fiber","Ring","Access","64%","LINESTRING(116.629902 40.125505, 116.6331957 40.123361, 116.631719 40.119719)"
"CSG-E01583","CSG-E01584","CSG-Ring","Up","10G","Fiber","Ring","Access","71%","LINESTRING(116.631719 40.119719, 116.6349144 40.1162652, 116.639415 40.117638)"
"ASG-065","CSG-E01578","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","78%","LINESTRING(116.646672 40.149111, 116.6495206 40.1446893, 116.647384 40.139883)"
"ASG-065","CSG-E01584","ASG-CSG-Access","Down","25G","Fiber","Dual-Homed","Backhaul","85%","LINESTRING(116.646672 40.149111, 116.6373784 40.1346808, 116.639415 40.117638)"
"CSG-E01585","CSG-E01586","CSG-Ring","Up","10G","Fiber","Ring","Access","92%","LINESTRING(115.796517 40.315907, 115.7992532 40.3148026, 115.797067 40.312821)"
"CSG-E01586","CSG-E01587","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","23%","LINESTRING(115.797067 40.312821, 115.799746 40.3102631, 115.802532 40.312704)"
"CSG-E01587","CSG-E01588","CSG-Ring","Up","10G","Fiber","Ring","Access","30%","LINESTRING(115.802532 40.312704, 115.8053693 40.3132048, 115.804366 40.310504)"
"CSG-E01588","CSG-E01589","CSG-Ring","Up","10G","Fiber","Ring","Access","37%","LINESTRING(115.804366 40.310504, 115.8058814 40.3078736, 115.807799 40.310227)"
"CSG-E01589","CSG-E01590","CSG-Ring","Up","10G","Fiber","Ring","Access","44%","LINESTRING(115.807799 40.310227, 115.8111096 40.3095036, 115.810096 40.30627)"
"CSG-E01590","CSG-E01591","CSG-Ring","Up","10G","Fiber","Ring","Access","51%","LINESTRING(115.810096 40.30627, 115.8130794 40.3048865, 115.813981 40.308049)"
"CSG-E01591","CSG-E01592","CSG-Ring","Up","10G","Fiber","Ring","Access","58%","LINESTRING(115.813981 40.308049, 115.8161519 40.3103091, 115.817734 40.307604)"
"CSG-E01592","CSG-E01593","CSG-Ring","Up","10G","Fiber","Ring","Access","65%","LINESTRING(115.817734 40.307604, 115.8199584 40.3053451, 115.821607 40.308053)"
"CSG-E01593","CSG-E01594","CSG-Ring","Up","10G","Fiber","Ring","Access","72%","LINESTRING(115.821607 40.308053, 115.8227427 40.3110268, 115.825369 40.309228)"
"CSG-E01594","CSG-E01595","CSG-Ring","Up","10G","Fiber","Ring","Access","79%","LINESTRING(115.825369 40.309228, 115.8276545 40.3115787, 115.824963 40.313451)"
"CSG-E01595","CSG-E01596","CSG-Ring","Up","10G","Fiber","Ring","Access","86%","LINESTRING(115.824963 40.313451, 115.8267935 40.3163619, 115.829595 40.314368)"
"CSG-E01596","CSG-E01597","CSG-Ring","Up","10G","Fiber","Ring","Access","93%","LINESTRING(115.829595 40.314368, 115.8325697 40.3142934, 115.831413 40.317035)"
"CSG-E01597","CSG-E01598","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","24%","LINESTRING(115.831413 40.317035, 115.8279534 40.3167204, 115.827763 40.320189)"
"ASG-049","CSG-E01585","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","31%","LINESTRING(115.782552 40.345657, 115.7841795 40.3282683, 115.796517 40.315907)"
"ASG-049","CSG-E01598","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","38%","LINESTRING(115.782552 40.345657, 115.8097417 40.341061, 115.827763 40.320189)"
"CSG-E01599","CSG-E01600","CSG-Ring","Up","10G","Fiber","Ring","Access","45%","LINESTRING(116.766097 39.693957, 116.7650042 39.6967006, 116.763005 39.694527)"
"CSG-E01600","CSG-E01601","CSG-Ring","Up","10G","Fiber","Ring","Access","52%","LINESTRING(116.763005 39.694527, 116.7604062 39.6927777, 116.759435 39.695756)"
"CSG-E01601","CSG-E01602","CSG-Ring","Up","10G","Fiber","Ring","Access","59%","LINESTRING(116.759435 39.695756, 116.7566955 39.697061, 116.756456 39.694036)"
"CSG-E01602","CSG-E01603","CSG-Ring","Up","10G","Fiber","Ring","Access","66%","LINESTRING(116.756456 39.694036, 116.7569134 39.6911569, 116.754158 39.692109)"
"CSG-E01603","CSG-E01604","CSG-Ring","Up","10G","Fiber","Ring","Access","73%","LINESTRING(116.754158 39.692109, 116.7514018 39.6935217, 116.750891 39.690467)"
"CSG-E01604","CSG-E01605","CSG-Ring","Up","10G","Fiber","Ring","Access","80%","LINESTRING(116.750891 39.690467, 116.7528056 39.6882728, 116.749966 39.687627)"
"CSG-E01605","CSG-E01606","CSG-Ring","Up","10G","Fiber","Ring","Access","87%","LINESTRING(116.749966 39.687627, 116.7479178 39.6855776, 116.750707 39.684793)"
"CSG-E01606","CSG-E01607","CSG-Ring","Down","10G","Fiber","Ring","Access","18%","LINESTRING(116.750707 39.684793, 116.7532888 39.6833584, 116.750878 39.681652)"
"ASG-073","CSG-E01599","ASG-CSG-Access","Maintenance","25G","Fiber","Dual-Homed","Backhaul","25%","LINESTRING(116.783295 39.708828, 116.7720192 39.7044881, 116.766097 39.693957)"
"ASG-087","CSG-E01607","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","32%","LINESTRING(116.777103 39.628022, 116.7543371 39.6501165, 116.750878 39.681652)"
"CSG-E01608","CSG-E01609","CSG-Ring","Up","10G","Fiber","Ring","Access","39%","LINESTRING(116.703594 40.153871, 116.706634 40.1531584, 116.70646 40.156276)"
"CSG-E01609","CSG-E01610","CSG-Ring","Up","10G","Fiber","Ring","Access","46%","LINESTRING(116.70646 40.156276, 116.7041442 40.1582227, 116.706803 40.159666)"
"CSG-E01610","CSG-E01611","CSG-Ring","Up","10G","Fiber","Ring","Access","53%","LINESTRING(116.706803 40.159666, 116.7099651 40.1590636, 116.709902 40.162282)"
"CSG-E01611","CSG-E01612","CSG-Ring","Up","10G","Fiber","Ring","Access","60%","LINESTRING(116.709902 40.162282, 116.7079538 40.1646084, 116.710823 40.165596)"
"CSG-E01612","CSG-E01613","CSG-Ring","Up","10G","Fiber","Ring","Access","67%","LINESTRING(116.710823 40.165596, 116.7136947 40.1668058, 116.711711 40.169209)"
"CSG-E01613","CSG-E01614","CSG-Ring","Up","10G","Fiber","Ring","Access","74%","LINESTRING(116.711711 40.169209, 116.7082932 40.1682673, 116.707333 40.17168)"
"CSG-E01614","CSG-E01615","CSG-Ring","Up","10G","Fiber","Ring","Access","81%","LINESTRING(116.707333 40.17168, 116.7060793 40.1748052, 116.703099 40.173238)"
"CSG-E01615","CSG-E01616","CSG-Ring","Up","10G","Fiber","Ring","Access","88%","LINESTRING(116.703099 40.173238, 116.7006095 40.1752183, 116.70312 40.177172)"
"CSG-E01616","CSG-E01617","CSG-Ring","Up","10G","Fiber","Ring","Access","19%","LINESTRING(116.70312 40.177172, 116.7006849 40.1797102, 116.698172 40.177249)"
"CSG-E01617","CSG-E01618","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","26%","LINESTRING(116.698172 40.177249, 116.6953763 40.1760406, 116.695215 40.179082)"
"CSG-E01618","CSG-E01619","CSG-Ring","Up","10G","Fiber","Ring","Access","33%","LINESTRING(116.695215 40.179082, 116.694226 40.1820489, 116.691651 40.180274)"
"CSG-E01619","CSG-E01620","CSG-Ring","Up","10G","Fiber","Ring","Access","40%","LINESTRING(116.691651 40.180274, 116.6884719 40.1791743, 116.687711 40.182451)"
"CSG-E01620","CSG-E01621","CSG-Ring","Up","10G","Fiber","Ring","Access","47%","LINESTRING(116.687711 40.182451, 116.6843116 40.1829073, 116.684069 40.179486)"
"CSG-E01621","CSG-E01622","CSG-Ring","Up","10G","Fiber","Ring","Access","54%","LINESTRING(116.684069 40.179486, 116.6829764 40.1765962, 116.680567 40.17853)"
"ASG-065","CSG-E01608","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","61%","LINESTRING(116.646672 40.149111, 116.6759898 40.141245, 116.703594 40.153871)"
"ASG-077","CSG-E01622","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","68%","LINESTRING(116.745602 40.194623, 116.7159812 40.1748702, 116.680567 40.17853)"
"CSG-E01623","CSG-E01624","CSG-Ring","Up","10G","Fiber","Ring","Access","75%","LINESTRING(116.012251 39.955399, 116.0100331 39.9540423, 116.012633 39.954023)"
"CSG-E01624","CSG-E01625","CSG-Ring","Up","10G","Fiber","Ring","Access","82%","LINESTRING(116.012633 39.954023, 116.0143144 39.9560512, 116.014182 39.95342)"
"CSG-E01625","CSG-E01626","CSG-Ring","Up","10G","Fiber","Ring","Access","89%","LINESTRING(116.014182 39.95342, 116.0125158 39.951358, 116.015107 39.951918)"
"CSG-E01626","CSG-E01627","CSG-Ring","Up","10G","Fiber","Ring","Access","20%","LINESTRING(116.015107 39.951918, 116.0153462 39.9546568, 116.017262 39.952685)"
"CSG-E01627","CSG-E01628","CSG-Ring","Down","10G","Fiber","Ring","Access","27%","LINESTRING(116.017262 39.952685, 116.0167486 39.9500797, 116.018799 39.951767)"
"CSG-E01628","CSG-E01629","CSG-Ring","Up","10G","Fiber","Ring","Access","34%","LINESTRING(116.018799 39.951767, 116.0178904 39.954299, 116.020289 39.953081)"
"CSG-E01629","CSG-E01630","CSG-Ring","Up","10G","Fiber","Ring","Access","41%","LINESTRING(116.020289 39.953081, 116.0201095 39.9502649, 116.022526 39.951722)"
"CSG-E01630","CSG-E01631","CSG-Ring","Up","10G","Fiber","Ring","Access","48%","LINESTRING(116.022526 39.951722, 116.0225596 39.9543866, 116.024265 39.952339)"
"CSG-E01631","CSG-E01632","CSG-Ring","Up","10G","Fiber","Ring","Access","55%","LINESTRING(116.024265 39.952339, 116.0266965 39.9513269, 116.025351 39.953591)"
"CSG-E01632","CSG-E01633","CSG-Ring","Up","10G","Fiber","Ring","Access","62%","LINESTRING(116.025351 39.953591, 116.0233651 39.9552807, 116.025951 39.954946)"
"CSG-E01633","CSG-E01634","CSG-Ring","Up","10G","Fiber","Ring","Access","69%","LINESTRING(116.025951 39.954946, 116.0285301 39.9551427, 116.026193 39.956251)"
"CSG-E01634","CSG-E01635","CSG-Ring","Up","10G","Fiber","Ring","Access","76%","LINESTRING(116.026193 39.956251, 116.026171 39.9589722, 116.028161 39.957116)"
"CSG-E01635","CSG-E01636","CSG-Ring","Up","10G","Fiber","Ring","Access","83%","LINESTRING(116.028161 39.957116, 116.0306745 39.9577665, 116.028189 39.958517)"
"CSG-E01636","CSG-E01637","CSG-Ring","Up","10G","Fiber","Ring","Access","90%","LINESTRING(116.028189 39.958517, 116.0258671 39.9571998, 116.026753 39.959718)"
"ASG-025","CSG-E01623","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","21%","LINESTRING(116.023741 39.968455, 116.0156459 39.9639952, 116.012251 39.955399)"
"ASG-031","CSG-E01637","ASG-CSG-Access","Maintenance","25G","Fiber","Dual-Homed","Backhaul","28%","LINESTRING(116.019399 39.899281, 116.0121973 39.9308232, 116.026753 39.959718)"
"CSG-E01638","CSG-E01639","CSG-Ring","Up","10G","Fiber","Ring","Access","35%","LINESTRING(115.829585 39.510398, 115.8308021 39.5074446, 115.833406 39.509295)"
"CSG-E01639","CSG-E01640","CSG-Ring","Up","10G","Fiber","Ring","Access","42%","LINESTRING(115.833406 39.509295, 115.8345397 39.5123151, 115.83727 39.510597)"
"CSG-E01640","CSG-E01641","CSG-Ring","Up","10G","Fiber","Ring","Access","49%","LINESTRING(115.83727 39.510597, 115.8389531 39.5073562, 115.842293 39.508833)"
"CSG-E01641","CSG-E01642","CSG-Ring","Up","10G","Fiber","Ring","Access","56%","LINESTRING(115.842293 39.508833, 115.8419476 39.5120446, 115.845164 39.511747)"
"CSG-E01642","CSG-E01643","CSG-Ring","Up","10G","Fiber","Ring","Access","63%","LINESTRING(115.845164 39.511747, 115.8481825 39.5109619, 115.848075 39.514079)"
